level_code,title,pattern,jp,es
N2,Extremo,〜ほど,普段は、死ぬほど疲れた。,"Normalmente, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,普段は、死ぬほど疲れたよ。,"Normalmente, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,普段は、死ぬほど疲れたね。,"Normalmente, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,普段は、死ぬほど疲れたですよ。,"Normalmente, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,普段は、死ぬほど疲れたね？,"Normalmente, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,たまに、死ぬほど疲れた。,"A veces, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,たまに、死ぬほど疲れたよ。,"A veces, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,たまに、死ぬほど疲れたね。,"A veces, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,たまに、死ぬほど疲れたですよ。,"A veces, Estoy cansado al punto de morir."
N2,Extremo,〜ほど,たまに、死ぬほど疲れたね？,"A veces, Estoy cansado al punto de morir."
