level_code,title,pattern,jp,es
N4,Experiencia,〜たことがある,よく、寿司を食べたことがあるね。,"A menudo, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,よく、寿司を食べたことがあるですよ。,"A menudo, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,よく、寿司を食べたことがあるね？,"A menudo, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,たまに、寿司を食べたことがある。,"A veces, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,たまに、寿司を食べたことがあるよ。,"A veces, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,たまに、寿司を食べたことがあるね。,"A veces, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,たまに、寿司を食べたことがあるですよ。,"A veces, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,たまに、寿司を食べたことがあるね？,"A veces, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,時々、寿司を食べたことがある。,"De vez en cuando, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,時々、寿司を食べたことがあるよ。,"De vez en cuando, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,時々、寿司を食べたことがあるね。,"De vez en cuando, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,時々、寿司を食べたことがあるですよ。,"De vez en cuando, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,時々、寿司を食べたことがあるね？,"De vez en cuando, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,普段は、寿司を食べたことがある。,"Normalmente, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,普段は、寿司を食べたことがあるよ。,"Normalmente, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,普段は、寿司を食べたことがあるね。,"Normalmente, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,普段は、寿司を食べたことがあるですよ。,"Normalmente, He comido sushi alguna vez."
N4,Experiencia,〜たことがある,普段は、寿司を食べたことがあるね？,"Normalmente, He comido sushi alguna vez."
N4,Intención,〜つもりだ,来年日本に行くつもりだ,Tengo intención de ir a Japón el próximo año.
N4,Intención,〜つもりだ,よく、来年日本に行くつもりだ。,"A menudo, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,よく、来年日本に行くつもりだよ。,"A menudo, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,よく、来年日本に行くつもりだね。,"A menudo, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,よく、来年日本に行くつもりだですよ。,"A menudo, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,よく、来年日本に行くつもりだね？,"A menudo, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,たまに、来年日本に行くつもりだ。,"A veces, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,たまに、来年日本に行くつもりだよ。,"A veces, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,たまに、来年日本に行くつもりだね。,"A veces, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,たまに、来年日本に行くつもりだですよ。,"A veces, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,たまに、来年日本に行くつもりだね？,"A veces, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,時々、来年日本に行くつもりだ。,"De vez en cuando, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,時々、来年日本に行くつもりだよ。,"De vez en cuando, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,時々、来年日本に行くつもりだね。,"De vez en cuando, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,時々、来年日本に行くつもりだですよ。,"De vez en cuando, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,時々、来年日本に行くつもりだね？,"De vez en cuando, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,普段は、来年日本に行くつもりだ。,"Normalmente, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,普段は、来年日本に行くつもりだよ。,"Normalmente, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,普段は、来年日本に行くつもりだね。,"Normalmente, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,普段は、来年日本に行くつもりだですよ。,"Normalmente, Tengo intención de ir a Japón el próximo año."
N4,Intención,〜つもりだ,普段は、来年日本に行くつもりだね？,"Normalmente, Tengo intención de ir a Japón el próximo año."
N4,Obligación,〜なければならない,宿題をしなければならない,Tengo que hacer los deberes.
N4,Obligación,〜なければならない,よく、宿題をしなければならない。,"A menudo, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,よく、宿題をしなければならないよ。,"A menudo, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,よく、宿題をしなければならないね。,"A menudo, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,よく、宿題をしなければならないですよ。,"A menudo, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,よく、宿題をしなければならないね？,"A menudo, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,たまに、宿題をしなければならない。,"A veces, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,たまに、宿題をしなければならないよ。,"A veces, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,たまに、宿題をしなければならないね。,"A veces, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,たまに、宿題をしなければならないですよ。,"A veces, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,たまに、宿題をしなければならないね？,"A veces, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,時々、宿題をしなければならない。,"De vez en cuando, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,時々、宿題をしなければならないよ。,"De vez en cuando, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,時々、宿題をしなければならないね。,"De vez en cuando, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,時々、宿題をしなければならないですよ。,"De vez en cuando, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,時々、宿題をしなければならないね？,"De vez en cuando, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,普段は、宿題をしなければならない。,"Normalmente, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,普段は、宿題をしなければならないよ。,"Normalmente, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,普段は、宿題をしなければならないね。,"Normalmente, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,普段は、宿題をしなければならないですよ。,"Normalmente, Tengo que hacer los deberes."
N4,Obligación,〜なければならない,普段は、宿題をしなければならないね？,"Normalmente, Tengo que hacer los deberes."
N4,Permiso,〜てもいい,ここで写真を撮ってもいいですか,¿Puedo sacar fotos aquí?
N4,Permiso,〜てもいい,よく、ここで写真を撮ってもいいですか。,"A menudo, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,よく、ここで写真を撮ってもいいですかよ。,"A menudo, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,よく、ここで写真を撮ってもいいですかね。,"A menudo, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,よく、ここで写真を撮ってもいいですかですよ。,"A menudo, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,よく、ここで写真を撮ってもいいですかね？,"A menudo, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,たまに、ここで写真を撮ってもいいですか。,"A veces, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,たまに、ここで写真を撮ってもいいですかよ。,"A veces, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,たまに、ここで写真を撮ってもいいですかね。,"A veces, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,たまに、ここで写真を撮ってもいいですかですよ。,"A veces, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,たまに、ここで写真を撮ってもいいですかね？,"A veces, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,時々、ここで写真を撮ってもいいですか。,"De vez en cuando, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,時々、ここで写真を撮ってもいいですかよ。,"De vez en cuando, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,時々、ここで写真を撮ってもいいですかね。,"De vez en cuando, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,時々、ここで写真を撮ってもいいですかですよ。,"De vez en cuando, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,時々、ここで写真を撮ってもいいですかね？,"De vez en cuando, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,普段は、ここで写真を撮ってもいいですか。,"Normalmente, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,普段は、ここで写真を撮ってもいいですかよ。,"Normalmente, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,普段は、ここで写真を撮ってもいいですかね。,"Normalmente, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,普段は、ここで写真を撮ってもいいですかですよ。,"Normalmente, ¿Puedo sacar fotos aquí?."
N4,Permiso,〜てもいい,普段は、ここで写真を撮ってもいいですかね？,"Normalmente, ¿Puedo sacar fotos aquí?."
