level_code,title,pattern,jp,es
N1,Inmediatez,〜や否や,しばしば、駅に着くや否や、電話したね？,"Con frecuencia, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,往々にして、駅に着くや否や、電話した。,"A menudo, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,往々にして、駅に着くや否や、電話したよ。,"A menudo, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,往々にして、駅に着くや否や、電話したね。,"A menudo, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,往々にして、駅に着くや否や、電話したですよ。,"A menudo, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,往々にして、駅に着くや否や、電話したね？,"A menudo, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,概して、駅に着くや否や、電話した。,"En términos generales, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,概して、駅に着くや否や、電話したよ。,"En términos generales, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,概して、駅に着くや否や、電話したね。,"En términos generales, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,概して、駅に着くや否や、電話したですよ。,"En términos generales, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,概して、駅に着くや否や、電話したね？,"En términos generales, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,一般的に、駅に着くや否や、電話した。,"En general, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,一般的に、駅に着くや否や、電話したよ。,"En general, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,一般的に、駅に着くや否や、電話したね。,"En general, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,一般的に、駅に着くや否や、電話したですよ。,"En general, Tan pronto como llegué a la estación, llamé."
N1,Inmediatez,〜や否や,一般的に、駅に着くや否や、電話したね？,"En general, Tan pronto como llegué a la estación, llamé."
N1,Obligación fuerte,〜ざるを得ない,仕事を続けざるを得ない,No tengo más remedio que seguir trabajando.
N1,Obligación fuerte,〜ざるを得ない,しばしば、仕事を続けざるを得ない。,"Con frecuencia, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,しばしば、仕事を続けざるを得ないよ。,"Con frecuencia, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,しばしば、仕事を続けざるを得ないね。,"Con frecuencia, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,しばしば、仕事を続けざるを得ないですよ。,"Con frecuencia, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,しばしば、仕事を続けざるを得ないね？,"Con frecuencia, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,往々にして、仕事を続けざるを得ない。,"A menudo, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,往々にして、仕事を続けざるを得ないよ。,"A menudo, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,往々にして、仕事を続けざるを得ないね。,"A menudo, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,往々にして、仕事を続けざるを得ないですよ。,"A menudo, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,往々にして、仕事を続けざるを得ないね？,"A menudo, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,概して、仕事を続けざるを得ない。,"En términos generales, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,概して、仕事を続けざるを得ないよ。,"En términos generales, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,概して、仕事を続けざるを得ないね。,"En términos generales, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,概して、仕事を続けざるを得ないですよ。,"En términos generales, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,概して、仕事を続けざるを得ないね？,"En términos generales, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,一般的に、仕事を続けざるを得ない。,"En general, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,一般的に、仕事を続けざるを得ないよ。,"En general, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,一般的に、仕事を続けざるを得ないね。,"En general, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,一般的に、仕事を続けざるを得ないですよ。,"En general, No tengo más remedio que seguir trabajando."
N1,Obligación fuerte,〜ざるを得ない,一般的に、仕事を続けざるを得ないね？,"En general, No tengo más remedio que seguir trabajando."
N1,Inutilidad,〜たところで,急いだところで間に合わない,"Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,しばしば、急いだところで間に合わない。,"Con frecuencia, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,しばしば、急いだところで間に合わないよ。,"Con frecuencia, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,しばしば、急いだところで間に合わないね。,"Con frecuencia, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,しばしば、急いだところで間に合わないですよ。,"Con frecuencia, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,しばしば、急いだところで間に合わないね？,"Con frecuencia, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,往々にして、急いだところで間に合わない。,"A menudo, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,往々にして、急いだところで間に合わないよ。,"A menudo, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,往々にして、急いだところで間に合わないね。,"A menudo, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,往々にして、急いだところで間に合わないですよ。,"A menudo, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,往々にして、急いだところで間に合わないね？,"A menudo, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,概して、急いだところで間に合わない。,"En términos generales, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,概して、急いだところで間に合わないよ。,"En términos generales, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,概して、急いだところで間に合わないね。,"En términos generales, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,概して、急いだところで間に合わないですよ。,"En términos generales, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,概して、急いだところで間に合わないね？,"En términos generales, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,一般的に、急いだところで間に合わない。,"En general, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,一般的に、急いだところで間に合わないよ。,"En general, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,一般的に、急いだところで間に合わないね。,"En general, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,一般的に、急いだところで間に合わないですよ。,"En general, Aunque me dé prisa, no llegaré a tiempo."
N1,Inutilidad,〜たところで,一般的に、急いだところで間に合わないね？,"En general, Aunque me dé prisa, no llegaré a tiempo."
