level_code,title,pattern,jp,es
N3,Hábito/propensión,〜がちだ,彼は仕事を休みがちだ,Él tiende a faltar al trabajo.
N3,Hábito/propensión,〜がちだ,よく、彼は仕事を休みがちだ。,"A menudo, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,よく、彼は仕事を休みがちだよ。,"A menudo, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,よく、彼は仕事を休みがちだね。,"A menudo, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,よく、彼は仕事を休みがちだですよ。,"A menudo, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,よく、彼は仕事を休みがちだね？,"A menudo, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,時々、彼は仕事を休みがちだ。,"De vez en cuando, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,時々、彼は仕事を休みがちだよ。,"De vez en cuando, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,時々、彼は仕事を休みがちだね。,"De vez en cuando, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,時々、彼は仕事を休みがちだですよ。,"De vez en cuando, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,時々、彼は仕事を休みがちだね？,"De vez en cuando, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,普段は、彼は仕事を休みがちだ。,"Normalmente, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,普段は、彼は仕事を休みがちだよ。,"Normalmente, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,普段は、彼は仕事を休みがちだね。,"Normalmente, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,普段は、彼は仕事を休みがちだですよ。,"Normalmente, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,普段は、彼は仕事を休みがちだね？,"Normalmente, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,たまに、彼は仕事を休みがちだ。,"A veces, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,たまに、彼は仕事を休みがちだよ。,"A veces, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,たまに、彼は仕事を休みがちだね。,"A veces, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,たまに、彼は仕事を休みがちだですよ。,"A veces, Él tiende a faltar al trabajo."
N3,Hábito/propensión,〜がちだ,たまに、彼は仕事を休みがちだね？,"A veces, Él tiende a faltar al trabajo."
N3,Empatía/suposición,〜みたいだ,あの雲は犬みたいだ,Esa nube parece un perro.
N3,Empatía/suposición,〜みたいだ,よく、あの雲は犬みたいだ。,"A menudo, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,よく、あの雲は犬みたいだよ。,"A menudo, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,よく、あの雲は犬みたいだね。,"A menudo, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,よく、あの雲は犬みたいだですよ。,"A menudo, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,よく、あの雲は犬みたいだね？,"A menudo, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,時々、あの雲は犬みたいだ。,"De vez en cuando, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,時々、あの雲は犬みたいだよ。,"De vez en cuando, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,時々、あの雲は犬みたいだね。,"De vez en cuando, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,時々、あの雲は犬みたいだですよ。,"De vez en cuando, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,時々、あの雲は犬みたいだね？,"De vez en cuando, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,普段は、あの雲は犬みたいだ。,"Normalmente, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,普段は、あの雲は犬みたいだよ。,"Normalmente, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,普段は、あの雲は犬みたいだね。,"Normalmente, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,普段は、あの雲は犬みたいだですよ。,"Normalmente, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,普段は、あの雲は犬みたいだね？,"Normalmente, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,たまに、あの雲は犬みたいだ。,"A veces, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,たまに、あの雲は犬みたいだよ。,"A veces, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,たまに、あの雲は犬みたいだね。,"A veces, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,たまに、あの雲は犬みたいだですよ。,"A veces, Esa nube parece un perro."
N3,Empatía/suposición,〜みたいだ,たまに、あの雲は犬みたいだね？,"A veces, Esa nube parece un perro."
N3,Prohibición suave,〜ないでください,ここでタバコを吸わないでください,"Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,よく、ここでタバコを吸わないでください。,"A menudo, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,よく、ここでタバコを吸わないでくださいよ。,"A menudo, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,よく、ここでタバコを吸わないでくださいね。,"A menudo, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,よく、ここでタバコを吸わないでくださいですよ。,"A menudo, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,よく、ここでタバコを吸わないでくださいね？,"A menudo, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,時々、ここでタバコを吸わないでください。,"De vez en cuando, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,時々、ここでタバコを吸わないでくださいよ。,"De vez en cuando, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,時々、ここでタバコを吸わないでくださいね。,"De vez en cuando, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,時々、ここでタバコを吸わないでくださいですよ。,"De vez en cuando, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,時々、ここでタバコを吸わないでくださいね？,"De vez en cuando, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,普段は、ここでタバコを吸わないでください。,"Normalmente, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,普段は、ここでタバコを吸わないでくださいよ。,"Normalmente, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,普段は、ここでタバコを吸わないでくださいね。,"Normalmente, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,普段は、ここでタバコを吸わないでくださいですよ。,"Normalmente, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,普段は、ここでタバコを吸わないでくださいね？,"Normalmente, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,たまに、ここでタバコを吸わないでください。,"A veces, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,たまに、ここでタバコを吸わないでくださいよ。,"A veces, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,たまに、ここでタバコを吸わないでくださいね。,"A veces, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,たまに、ここでタバコを吸わないでくださいですよ。,"A veces, Por favor, no fume aquí."
N3,Prohibición suave,〜ないでください,たまに、ここでタバコを吸わないでくださいね？,"A veces, Por favor, no fume aquí."
N3,Acumulación de acciones,〜ていく,日本語の勉強を続けていく,Seguiré estudiando japonés.
N3,Acumulación de acciones,〜ていく,よく、日本語の勉強を続けていく。,"A menudo, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,よく、日本語の勉強を続けていくよ。,"A menudo, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,よく、日本語の勉強を続けていくね。,"A menudo, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,よく、日本語の勉強を続けていくですよ。,"A menudo, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,よく、日本語の勉強を続けていくね？,"A menudo, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,時々、日本語の勉強を続けていく。,"De vez en cuando, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,時々、日本語の勉強を続けていくよ。,"De vez en cuando, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,時々、日本語の勉強を続けていくね。,"De vez en cuando, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,時々、日本語の勉強を続けていくですよ。,"De vez en cuando, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,時々、日本語の勉強を続けていくね？,"De vez en cuando, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,普段は、日本語の勉強を続けていく。,"Normalmente, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,普段は、日本語の勉強を続けていくよ。,"Normalmente, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,普段は、日本語の勉強を続けていくね。,"Normalmente, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,普段は、日本語の勉強を続けていくですよ。,"Normalmente, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,普段は、日本語の勉強を続けていくね？,"Normalmente, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,たまに、日本語の勉強を続けていく。,"A veces, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,たまに、日本語の勉強を続けていくよ。,"A veces, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,たまに、日本語の勉強を続けていくね。,"A veces, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,たまに、日本語の勉強を続けていくですよ。,"A veces, Seguiré estudiando japonés."
N3,Acumulación de acciones,〜ていく,たまに、日本語の勉強を続けていくね？,"A veces, Seguiré estudiando japonés."
N3,Resultado de cambio,〜てくる,寒くなってきた,Se ha ido poniendo frío.
N3,Resultado de cambio,〜てくる,よく、寒くなってきた。,"A menudo, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,よく、寒くなってきたよ。,"A menudo, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,よく、寒くなってきたね。,"A menudo, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,よく、寒くなってきたですよ。,"A menudo, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,よく、寒くなってきたね？,"A menudo, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,時々、寒くなってきた。,"De vez en cuando, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,時々、寒くなってきたよ。,"De vez en cuando, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,時々、寒くなってきたね。,"De vez en cuando, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,時々、寒くなってきたですよ。,"De vez en cuando, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,時々、寒くなってきたね？,"De vez en cuando, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,普段は、寒くなってきた。,"Normalmente, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,普段は、寒くなってきたよ。,"Normalmente, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,普段は、寒くなってきたね。,"Normalmente, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,普段は、寒くなってきたですよ。,"Normalmente, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,普段は、寒くなってきたね？,"Normalmente, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,たまに、寒くなってきた。,"A veces, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,たまに、寒くなってきたよ。,"A veces, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,たまに、寒くなってきたね。,"A veces, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,たまに、寒くなってきたですよ。,"A veces, Se ha ido poniendo frío."
N3,Resultado de cambio,〜てくる,たまに、寒くなってきたね？,"A veces, Se ha ido poniendo frío."
N3,Obligación,〜なければならない,宿題を終わらせなければならない,Tengo que terminar los deberes.
N3,Obligación,〜なければならない,よく、宿題を終わらせなければならない。,"A menudo, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,よく、宿題を終わらせなければならないよ。,"A menudo, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,よく、宿題を終わらせなければならないね。,"A menudo, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,よく、宿題を終わらせなければならないですよ。,"A menudo, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,よく、宿題を終わらせなければならないね？,"A menudo, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,時々、宿題を終わらせなければならない。,"De vez en cuando, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,時々、宿題を終わらせなければならないよ。,"De vez en cuando, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,時々、宿題を終わらせなければならないね。,"De vez en cuando, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,時々、宿題を終わらせなければならないですよ。,"De vez en cuando, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,時々、宿題を終わらせなければならないね？,"De vez en cuando, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,普段は、宿題を終わらせなければならない。,"Normalmente, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,普段は、宿題を終わらせなければならないよ。,"Normalmente, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,普段は、宿題を終わらせなければならないね。,"Normalmente, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,普段は、宿題を終わらせなければならないですよ。,"Normalmente, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,普段は、宿題を終わらせなければならないね？,"Normalmente, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,たまに、宿題を終わらせなければならない。,"A veces, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,たまに、宿題を終わらせなければならないよ。,"A veces, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,たまに、宿題を終わらせなければならないね。,"A veces, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,たまに、宿題を終わらせなければならないですよ。,"A veces, Tengo que terminar los deberes."
N3,Obligación,〜なければならない,たまに、宿題を終わらせなければならないね？,"A veces, Tengo que terminar los deberes."
N3,Intención/plan,〜つもりだ,来年、留学するつもりだ,Tengo intención de estudiar en el extranjero el próximo año.
N3,Intención/plan,〜つもりだ,よく、来年、留学するつもりだ。,"A menudo, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,よく、来年、留学するつもりだよ。,"A menudo, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,よく、来年、留学するつもりだね。,"A menudo, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,よく、来年、留学するつもりだですよ。,"A menudo, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,よく、来年、留学するつもりだね？,"A menudo, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,時々、来年、留学するつもりだ。,"De vez en cuando, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,時々、来年、留学するつもりだよ。,"De vez en cuando, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,時々、来年、留学するつもりだね。,"De vez en cuando, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,時々、来年、留学するつもりだですよ。,"De vez en cuando, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,時々、来年、留学するつもりだね？,"De vez en cuando, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,普段は、来年、留学するつもりだ。,"Normalmente, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,普段は、来年、留学するつもりだよ。,"Normalmente, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,普段は、来年、留学するつもりだね。,"Normalmente, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,普段は、来年、留学するつもりだですよ。,"Normalmente, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,普段は、来年、留学するつもりだね？,"Normalmente, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,たまに、来年、留学するつもりだ。,"A veces, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,たまに、来年、留学するつもりだよ。,"A veces, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,たまに、来年、留学するつもりだね。,"A veces, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,たまに、来年、留学するつもりだですよ。,"A veces, Tengo intención de estudiar en el extranjero el próximo año."
N3,Intención/plan,〜つもりだ,たまに、来年、留学するつもりだね？,"A veces, Tengo intención de estudiar en el extranjero el próximo año."
N3,Experiencia,〜たことがある,寿司を作ったことがありますか,¿Has hecho sushi alguna vez?
N3,Experiencia,〜たことがある,よく、寿司を作ったことがありますか。,"A menudo, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,よく、寿司を作ったことがありますかよ。,"A menudo, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,よく、寿司を作ったことがありますかね。,"A menudo, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,よく、寿司を作ったことがありますかですよ。,"A menudo, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,よく、寿司を作ったことがありますかね？,"A menudo, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,時々、寿司を作ったことがありますか。,"De vez en cuando, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,時々、寿司を作ったことがありますかよ。,"De vez en cuando, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,時々、寿司を作ったことがありますかね。,"De vez en cuando, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,時々、寿司を作ったことがありますかですよ。,"De vez en cuando, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,時々、寿司を作ったことがありますかね？,"De vez en cuando, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,普段は、寿司を作ったことがありますか。,"Normalmente, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,普段は、寿司を作ったことがありますかよ。,"Normalmente, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,普段は、寿司を作ったことがありますかね。,"Normalmente, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,普段は、寿司を作ったことがありますかですよ。,"Normalmente, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,普段は、寿司を作ったことがありますかね？,"Normalmente, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,たまに、寿司を作ったことがありますか。,"A veces, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,たまに、寿司を作ったことがありますかよ。,"A veces, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,たまに、寿司を作ったことがありますかね。,"A veces, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,たまに、寿司を作ったことがありますかですよ。,"A veces, ¿Has hecho sushi alguna vez?."
N3,Experiencia,〜たことがある,たまに、寿司を作ったことがありますかね？,"A veces, ¿Has hecho sushi alguna vez?."
N3,Capacidad,〜られる (可能形),漢字が読めるようになった,He llegado a ser capaz de leer kanji.
N3,Capacidad,〜られる (可能形),よく、漢字が読めるようになった。,"A menudo, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),よく、漢字が読めるようになったよ。,"A menudo, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),よく、漢字が読めるようになったね。,"A menudo, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),よく、漢字が読めるようになったですよ。,"A menudo, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),よく、漢字が読めるようになったね？,"A menudo, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),時々、漢字が読めるようになった。,"De vez en cuando, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),時々、漢字が読めるようになったよ。,"De vez en cuando, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),時々、漢字が読めるようになったね。,"De vez en cuando, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),時々、漢字が読めるようになったですよ。,"De vez en cuando, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),時々、漢字が読めるようになったね？,"De vez en cuando, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),普段は、漢字が読めるようになった。,"Normalmente, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),普段は、漢字が読めるようになったよ。,"Normalmente, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),普段は、漢字が読めるようになったね。,"Normalmente, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),普段は、漢字が読めるようになったですよ。,"Normalmente, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),普段は、漢字が読めるようになったね？,"Normalmente, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),たまに、漢字が読めるようになった。,"A veces, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),たまに、漢字が読めるようになったよ。,"A veces, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),たまに、漢字が読めるようになったね。,"A veces, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),たまに、漢字が読めるようになったですよ。,"A veces, He llegado a ser capaz de leer kanji."
N3,Capacidad,〜られる (可能形),たまに、漢字が読めるようになったね？,"A veces, He llegado a ser capaz de leer kanji."
N3,Preparación previa,〜ておく,旅行の前にチケットを買っておく,Compraré los billetes antes del viaje.
N3,Preparación previa,〜ておく,よく、旅行の前にチケットを買っておく。,"A menudo, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,よく、旅行の前にチケットを買っておくよ。,"A menudo, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,よく、旅行の前にチケットを買っておくね。,"A menudo, Compraré los billetes antes del viaje."
N3,Preparación previa,〜ておく,よく、旅行の前にチケットを買っておくですよ。,"A menudo, Compraré los billetes antes del viaje."
